# Marker      S (mm)         S (m)        2005        2006        2007        2008        2009        2010        2011        2012
         141   904072.3       904.1      -3.100      -3.510      -4.020      -4.910      -5.350      -5.310      -5.100      -6.070
         142   885348.8       885.4      -2.820      -3.150      -3.570      -4.410      -4.790      -4.750      -4.750      -5.760
         143   872137.3       872.1      -2.530      -2.820      -3.120      -3.980      -4.300      -4.300      -5.180      -6.280
         144   853749.6       853.8      -1.970      -2.350      -2.560      -3.220      -3.590      -3.640      -2.510      -3.380
         145   842456.6       842.5      -2.130      -2.550      -2.750      -3.130      -3.580      -3.590      -2.560      -3.470
         146   827530.8       827.5      -2.090      -2.480      -2.660      -2.860      -3.380      -3.360      -2.330      -3.270
         147   813179.2       813.2      -1.740      -2.130      -2.240      -2.390      -2.890      -2.840      -1.760      -2.750
         148   799253.4       799.3      -1.330      -1.680      -1.730      -1.850      -2.390      -2.300      -1.030      -1.990
         149   785401.8       785.4      -0.750      -1.030      -0.960      -1.190      -1.640      -1.380      -0.040      -1.020
         150   773476.0       773.5      -0.280      -0.650      -0.670      -0.570      -1.260      -1.010      -0.080      -1.280
         151   766976.0       767.0     999.000     999.000     999.000     999.000     999.000     999.000      -1.030      -2.320
         152   738072.8       738.1     999.000     999.000     999.000     999.000     999.000     999.000      -0.980      -2.250
         153   737272.8       737.3      -0.280      -0.520      -0.450      -0.280      -0.940      -0.730       0.250      -0.900
         154   732272.8       732.3      -0.390      -0.580      -0.470      -0.370      -0.940      -0.740       0.410      -0.640
         155   719921.2       719.9      -0.790      -1.010      -0.880      -0.810      -1.360      -1.220      -0.070      -0.910
         156   704995.4       705.0      -0.910      -1.170      -1.180      -0.910      -1.540      -1.410      -0.430      -1.120
         157   691143.8       691.1      -0.950      -1.140      -1.250      -0.930      -1.570      -1.350      -0.480      -1.100
         158   677218.0       677.2      -0.950      -1.150      -1.200      -0.910      -1.490      -1.240      -0.350      -0.860
         159   662792.2       662.8      -0.900      -1.050      -1.120      -0.930      -1.400      -1.070      -0.090      -0.590
         160   650499.3       650.5      -0.630      -0.680      -0.670      -0.690      -1.030      -0.640       0.390      -0.040
         161   633111.5       633.1      -0.980      -1.060      -1.050      -1.200      -1.460      -1.110      -1.810      -2.500
         162   617900.1       617.9      -0.930      -1.060      -1.100      -1.140      -1.350      -1.030      -0.700      -1.210
         163   600676.5       600.7      -0.840      -0.970      -1.050      -1.050      -1.260      -0.940      -0.320      -0.740
         164   583494.9       583.5      -0.710      -0.870      -0.960      -0.920      -1.180      -0.880      -0.360      -0.760
         165   569313.3       569.3      -0.840      -1.040      -1.130      -1.100      -1.370      -1.100      -0.530      -0.970
         166   551340.6       551.3      -1.240      -1.490      -1.610      -1.560      -1.860      -1.560      -1.000      -1.480
         167   535867.9       535.9      -1.190      -1.460      -1.570      -1.530      -1.850      -1.520      -0.920      -1.480
         168   520754.7       520.8      -0.540      -0.720      -0.770      -0.770      -1.060      -0.750      -0.150      -0.630
         169   503940.0       503.9      -1.300      -1.470      -1.680      -1.630      -2.000      -1.670      -0.950      -1.560
         170   489625.3       489.6      -1.360      -1.510      -1.730      -1.740      -2.100      -1.790      -1.430      -2.100
         171   472310.7       472.3      -1.140      -1.340      -1.510      -1.540      -1.940      -1.640      -1.940      -2.710
         172   455837.2       455.8      -1.240      -1.490      -1.630      -1.630      -2.050      -1.790      -1.610      -2.230
         173   440363.7       440.4      -1.300      -1.520      -1.710      -1.700      -2.090      -1.860      -1.500      -2.070
         174   423752.0       423.8      -1.260      -1.500      -1.670      -1.610      -2.060      -1.780      -1.590      -2.140
         175   410863.3       410.9      -0.630      -0.790      -0.930      -0.980      -1.430      -1.110      -0.990      -1.530
         176   391974.6       392.0      -1.330      -1.530      -1.730      -1.690      -2.150      -1.820      -1.950      -2.540
         177   387614.8       387.6      -1.100      -1.260      -1.500      -1.440      -1.910      -1.550      -1.790      -2.430
         178   368541.8       368.5      -0.840      -0.990      -1.220      -1.200      -1.650      -1.340      -1.360      -1.980
         179   359681.9       359.7      -1.000      -1.170      -1.390      -1.340      -1.830      -1.500      -1.390      -2.020
         180   341293.2       341.3      -0.310      -0.440      -0.710      -0.720      -1.140      -0.830      -0.550      -1.150
         181   327904.5       327.9      -0.830      -1.040      -1.220      -1.130      -1.650      -1.250      -0.850      -1.420
         182   311292.8       311.3      -0.690      -0.890      -1.080      -1.050      -1.540      -1.130      -0.710      -1.240
         183   293319.3       293.3      -0.600      -0.780      -0.940      -0.960      -1.400      -0.980      -0.670      -1.210
         184   279345.9       279.4      -0.540      -0.800      -1.020      -1.000      -1.440      -1.020      -1.120      -1.650
         185   262013.6       262.0      -0.560      -0.850      -1.050      -1.020      -1.520      -1.070      -1.330      -1.800
         186   243707.8       243.7      -0.500      -0.800      -0.970      -0.970      -1.460      -1.070      -1.050      -1.520
         187   230901.9       230.9      -0.280      -0.560      -0.720      -0.840      -1.190      -0.890      -1.660      -2.220
         188   216928.4       216.9      -1.000      -1.290      -1.470      -1.520      -2.160      -1.700      -2.260      -2.800
         189   198954.9       199.0      -0.790      -1.040      -1.240      -1.170      -1.850      -1.390      -1.520      -2.000
         190   182843.2       182.8      -0.500      -0.680      -0.880      -0.790      -1.510      -1.080      -1.270      -1.740
         191   168661.6       168.7      -0.270      -0.370      -0.620      -0.400      -1.200      -0.770      -1.510      -2.000
         192   150980.1       151.0      -0.340      -0.440      -0.760      -0.490      -1.290      -0.890      -2.040      -2.530
         193   134256.5       134.3      -0.190      -0.220      -0.550      -0.250      -1.100      -0.770      -1.770      -2.370
         194   118807.0       118.8      -0.030      -0.060      -0.390      -0.060      -0.820      -0.610      -1.000      -1.480
         195    99668.9        99.7      -0.030       0.000      -0.350      -0.080      -0.750      -0.520      -0.260      -0.330
         196    88556.9        88.6      -0.010      -0.010      -0.350      -0.080      -0.770      -0.540      -0.260      -0.280
         197    75138.9        75.1      -0.090      -0.050      -0.370      -0.090      -0.740      -0.490      -0.140      -0.170
         198    59414.2        59.4      -0.090      -0.050      -0.360      -0.110      -0.640      -0.400      -0.120      -0.170
         199    45945.2        45.9      -0.060      -0.010      -0.290      -0.070      -0.510      -0.270      -0.220      -0.260
         200    32101.2        32.1       0.270       0.330       0.080       0.330      -0.070       0.180       0.240       0.310
         201    20676.6        20.7      -0.360      -0.340      -0.550      -0.400      -0.740      -0.440     999.000      -0.820
         202    15676.6        15.7       0.110       0.110     999.000       0.130      -0.220       0.120     999.000      -0.280
         204   -21654.4       -21.7       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000

