   AX      BX      NX      EX     EPX    Element    DX     DPX    DY     DPY      AY      BY      NY      EY     EPY     DetR     #
 2.96341 32.0045 13.5186 -1.1447  .18391 SPCQE.131  .0037 -4.E-4 -4.E-4 -1.E-4  -.53541 5.24183 12.5885 -.00329 7.64E-4 -9.E-6 2271
 2.96341 32.0045 13.5186 -1.1447  .18391 QFN13129B.2 .0037 -4.E-4 -4.E-4 -1.E-4 -.53541 5.24183 12.5885 -.00329 7.64E-4 -9.E-6 2272
 2.96341 32.0045 13.5186 -1.1447  .18391 MKQCTR.131 .0037 -4.E-4 -4.E-4 -1.E-4  -.53541 5.24183 12.5885 -.00329 7.64E-4 -9.E-6 2273
 2.96348 32.0045 13.5186 -1.1447  .18391  LL2936    .0037 -4.E-4 -4.E-4 -1.E-4  -.53542 5.24183 12.5885 -.00329 7.64E-4 -9.E-6 2274
 2.75027 28.0188 13.5223 -1.0162  .18391 BMN13258B.1 .0034 -4.E-4 -5.E-4 -1.E-4 -.70665 6.10824 12.6081 -.00268 7.64E-4 -9.E-6 2275
 2.74504 28.0188 13.5223 -1.0162  .18372  SPCB.172  .0034 -4.E-4 -5.E-4 -1.E-4  -.70551 6.10824 12.6081 -.00268 7.64E-4 -9.E-6 2276
 2.74504 28.0188 13.5223 -1.0162  .18372 BMN13258A.1 .0034 -4.E-4 -5.E-4 -1.E-4 -.70551 6.10824 12.6081 -.00268 7.64E-4 -9.E-6 2277
 2.13570 18.1868 13.5365 -.62322  .20573  SPCB.173  .0026 -4.E-4 -8.E-4 -1.E-4  -1.1993 9.94488 12.6497 -.00239 7.09E-4 -9.E-6 2278
 2.13570 18.1868 13.5365 -.62322  .20573 BMN13258A.2 .0026 -4.E-4 -8.E-4 -1.E-4 -1.1993 9.94488 12.6497 -.00239 7.09E-4 -9.E-6 2279
 1.52229 10.8180 13.5595 -.18600  .22765  SPCB.174  .0019 -4.E-4 -.0010 -1.E-4  -1.6931 15.7708 12.6754 -.00186 6.74E-4 -9.E-6 2280
 1.52229 10.8180 13.5595 -.18600  .22765 BMN13258A.3 .0019 -4.E-4 -.0010 -1.E-4 -1.6931 15.7708 12.6754 -.00186 6.74E-4 -9.E-6 2281
  .90598 5.92646 13.5999  .29523  .24945  SPCBE.58  .0011 -4.E-4 -.0013 -1.E-4  -2.1870 23.5859 12.6921 -9.5E-4 6.61E-4 -9.E-6 2282
  .90598 5.92646 13.5999  .29523  .24945 BMN13258B.2 .0011 -4.E-4 -.0013 -1.E-4 -2.1870 23.5859 12.6921 -9.5E-4 6.61E-4 -9.E-6 2283
  .90492 5.92646 13.5999  .29523  .24951  LL2945    .0011 -4.E-4 -.0013 -1.E-4  -2.1827 23.5859 12.6921 -9.5E-4 6.61E-4 -9.E-6 2284
  .79014 5.29251 13.6106  .38869  .24951  ZSV13257 9.4E-4 -4.E-4 -.0013 -1.E-4  -2.2741 25.2528 12.6945 -6.6E-4 6.61E-4 -9.E-6 2285
  .77771 5.22901 13.6118  .39881  .24951  MOV.114  9.2E-4 -4.E-4 -.0013 -1.E-4  -2.2840 25.4374 12.6948 -6.3E-4 6.61E-4 -9.E-6 2286
  .72876 4.98873 13.6168  .43867  .24951  LL2952   8.6E-4 -4.E-4 -.0013 -1.E-4  -2.3230 26.1723 12.6958 -5.1E-4 6.61E-4 -9.E-6 2287
 .64445 4.61151 13.6259  .50732  .24951 QDN13229B.1 7.6E-4 -4.E-4 -.0014 -1.E-4 -2.3902 27.4670 12.6974 -2.9E-4 6.61E-4 -9.E-6 2288
  .64442 4.61151 13.6259  .50732  .24951  SPCQ.132 7.6E-4 -4.E-4 -.0014 -1.E-4  -2.3900 27.4670 12.6974 -2.9E-4 6.61E-4 -9.E-6 2289
  .64442 4.61151 13.6259  .50732  .24951 QDN13229A 7.6E-4 -4.E-4 -.0014 -1.E-4  -2.3900 27.4670 12.6974 -2.9E-4 6.61E-4 -9.E-6 2290
 -.66484 4.64641 13.6980 1.10784  .39748 SPCQE.132 1.4E-4 -3.E-4 -.0013 1.4E-4  2.79394 26.5867 12.7080 9.15E-4 5.93E-4 -9.E-6 2291
 -.66484 4.64641 13.6980 1.10784 .39748 QDN13229B.2 1.4E-4 -3.E-4 -.0013 1.4E-4 2.79394 26.5867 12.7080 9.15E-4 5.93E-4 -9.E-6 2292
 -.66484 4.64641 13.6980 1.10784  .39748 MKQCTR.132 1.4E-4 -3.E-4 -.0013 1.4E-4 2.79394 26.5867 12.7080 9.15E-4 5.93E-4 -9.E-6 2293
 -.66486 4.64641 13.6980 1.10784  .39748  LL2962   1.4E-4 -3.E-4 -.0013 1.4E-4  2.79409 26.5867 12.7080 9.15E-4 5.93E-4 -9.E-6 2294
 -.79667 5.26712 13.7117 1.27677  .39748 SDA13315B.1 1.7E-5 -3.E-4 -.0013 1.4E-4 2.65340 24.2731 12.7107 .00111 5.93E-4 -9.E-6 2295
 -.79667 5.26712 13.7117 1.27677  .39748 SDA13315A 1.7E-5 -3.E-4 -.0013 1.4E-4  2.65340 24.2731 12.7107  .00111 5.93E-4 -9.E-6 2296
 -1.0137 6.53458 13.7307 1.55521  .39745 SDA13315B.2 -2.E-4 -3.E-4 -.0012 1.4E-4 2.42098 20.7210 12.7156 .00142 5.94E-4 1.5E-6 2297
 -1.0137 6.53458 13.7307 1.55521  .39745  SPCA.26  -2.E-4 -3.E-4 -.0012 1.4E-4  2.42098 20.7210 12.7156  .00142 5.94E-4 1.5E-6 2298
 -1.0137 6.53458 13.7307 1.55521  .39745  LL0.101  -2.E-4 -3.E-4 -.0012 1.4E-4  2.42098 20.7210 12.7156  .00142 5.94E-4 1.5E-6 2299
 -1.5102 10.5730 13.7616 2.19158  .39745  SPC.96   -6.E-4 -3.E-4 -.0010 1.4E-4  1.89119 13.8215 12.7307  .00214 5.94E-4 1.5E-6 2300
 -1.5102 10.5730 13.7616 2.19158  .39745  LL2970   -6.E-4 -3.E-4 -.0010 1.4E-4  1.89119 13.8215 12.7307  .00214 5.94E-4 1.5E-6 2301
 -1.6840 12.3618 13.7694 2.41431  .39745  ZSH13358 -8.E-4 -3.E-4 -9.E-4 1.4E-4  1.70576 11.8072 12.7377  .00240 5.94E-4 1.5E-6 2302
 -1.6966 12.4987 13.7699 2.43042  .39745  MOV.115  -8.E-4 -3.E-4 -9.E-4 1.4E-4  1.69235 11.6696 12.7382  .00241 5.94E-4 1.5E-6 2303
 -1.7461 13.0478 13.7719 2.49386  .39745  LL2975   -9.E-4 -3.E-4 -8.E-4 1.4E-4  1.63954 11.1382 12.7405  .00249 5.94E-4 1.5E-6 2304
 -1.8291 14.0046 13.7750 2.60029  .39745 QFX13329B.1 -9.E-4 -3.E-4 -8.E-4 1.4E-4 1.55093 10.2844 12.7444 .00261 5.94E-4 1.5E-6 2305
 -1.8292 14.0046 13.7750 2.60029  .39748  SPCQ.133 -9.E-4 -3.E-4 -8.E-4 1.4E-4  1.55104 10.2844 12.7444  .00261 5.94E-4 1.5E-6 2306
 -1.8292 14.0046 13.7750 2.60029  .39748 QFX13329A -9.E-4 -3.E-4 -8.E-4 1.4E-4  1.55104 10.2844 12.7444  .00261 5.94E-4 1.5E-6 2307
  .06564 16.4898 13.7885 2.88614  .02710 SPCQE.133 -.0012 -1.E-4 -7.E-4 2.9E-5   .10307 8.21420 12.7681  .00353 9.96E-4 8.0E-7 2308
  .06564 16.4898 13.7885 2.88614  .02710 QFX13329B.2 -.0012 -1.E-4 -7.E-4 2.9E-5 .10307 8.21420 12.7681  .00353 9.96E-4 8.0E-7 2309
  .06564 16.4898 13.7885 2.88614  .02710 MKQCTR.133 -.0012 -1.E-4 -7.E-4 2.9E-5  .10307 8.21420 12.7681  .00353 9.96E-4 8.0E-7 2310
   AX      BX      NX      EX     EPX    Element    DX     DPX    DY     DPY      AY      BY      NY      EY     EPY     DetR     #
  .06546 16.4898 13.7885 2.88614  .02713  LL2985   -.0012 -1.E-4 -7.E-4 2.9E-5   .10316 8.21420 12.7681  .00353 9.96E-4 8.0E-7 2311
  .04003 16.4457 13.7925 2.89753  .02713 SFA13415B.1 -.0013 -1.E-4 -7.E-4 2.9E-5 .05178 8.14950 12.7763  .00394 9.96E-4 8.0E-7 2312
  .04003 16.4457 13.7925 2.89753  .02713 SFA13415A -.0013 -1.E-4 -7.E-4 2.9E-5   .05177 8.14950 12.7763  .00394 9.96E-4 8.0E-7 2313
 -.01433 16.4274 13.7993 2.91732  .02921 SFA13415B.2 -.0014 -1.E-4 -7.E-4 2.9E-5 -.02855 8.13322 12.7900 .00461 9.93E-4 -1.E-5 2314
 -.01433 16.4274 13.7993 2.91732  .02921  LL2993   -.0014 -1.E-4 -7.E-4 2.9E-5  -.02856 8.13322 12.7900  .00461 9.93E-4 -1.E-5 2315
 -.03975 16.4500 13.8034 2.92958  .02921 QFX13430B.1 -.0014 -1.E-4 -7.E-4 2.9E-5 -.07994 8.17853 12.7981 .00502 9.93E-4 -1.E-5 2316
 -.04006 16.4500 13.8034 2.92958  .02926  SPCQ.134 -.0014 -1.E-4 -7.E-4 2.9E-5  -.07979 8.17853 12.7981  .00502 9.93E-4 -1.E-5 2317
 -.04006 16.4500 13.8034 2.92958  .02926 QFX13430A -.0014 -1.E-4 -7.E-4 2.9E-5  -.07979 8.17853 12.7981  .00502 9.93E-4 -1.E-5 2318
 1.84170 13.9113 13.8169 2.71282 -.35164 SPCQE.134 -.0015 6.3E-5 -7.E-4 -6.E-5  -1.5137 10.1729 12.8220  .00684  .00177 -1.E-5 2319
 1.84170 13.9113 13.8169 2.71282 -.35164 QFX13430B.2 -.0015 6.3E-5 -7.E-4 -6.E-5 -1.5137 10.1729 12.8220 .00684  .00177 -1.E-5 2320
 1.84170 13.9113 13.8169 2.71282 -.35164 MKQCTR.134 -.0015 6.3E-5 -7.E-4 -6.E-5 -1.5137 10.1729 12.8220  .00684  .00177 -1.E-5 2321
 1.84144 13.9113 13.8169 2.71282 -.35159  LL0.102  -.0015 6.3E-5 -7.E-4 -6.E-5  -1.5135 10.1729 12.8220  .00684  .00177 -1.E-5 2322
 1.33642 8.82674 13.8400 2.15017 -.35159  SPC.97   -.0014 6.3E-5 -8.E-4 -6.E-5  -2.0311 15.8445 12.8421  .00976  .00177 -1.E-5 2323
 1.33642 8.82674 13.8400 2.15017 -.35159  LL3002   -.0014 6.3E-5 -8.E-4 -6.E-5  -2.0311 15.8445 12.8421  .00976  .00177 -1.E-5 2324
 1.11623 7.11577 13.8540 1.90486 -.35159 SDB13515B.1 -.0014 6.3E-5 -8.E-4 -6.E-5 -2.2568 18.8358 12.8485 .01104  .00177 -1.E-5 2325
 1.11624 7.11577 13.8540 1.90486 -.35159 SDB13515A -.0014 6.3E-5 -8.E-4 -6.E-5  -2.2568 18.8358 12.8485  .01104  .00177 -1.E-5 2326
  .89842 5.70534 13.8715 1.65835 -.35258 SDB13515B.2 -.0013 6.3E-5 -9.E-4 -6.E-5 -2.4954 22.1622 12.8540 .01232  .00178 -2.E-6 2327
  .89842 5.70534 13.8715 1.65835 -.35258  LL3010   -.0013 6.3E-5 -9.E-4 -6.E-5  -2.4954 22.1622 12.8540  .01232  .00178 -2.E-6 2328
  .80973 5.22706 13.8797 1.55961 -.35258  ZSV13558 -.0013 6.3E-5 -9.E-4 -6.E-5  -2.5868 23.5852 12.8559  .01284  .00178 -2.E-6 2329
  .79691 5.16199 13.8809 1.54533 -.35258  MOV.116  -.0013 6.3E-5 -9.E-4 -6.E-5  -2.6000 23.7953 12.8562  .01291  .00178 -2.E-6 2330
  .74638 4.91583 13.8860 1.48908 -.35258  LL3015   -.0013 6.3E-5 -9.E-4 -6.E-5  -2.6520 24.6330 12.8573  .01320  .00178 -2.E-6 2331
  .65937 4.52967 13.8952 1.39221 -.35258 QDN13530B.1 -.0013 6.3E-5 -9.E-4 -6.E-5 -2.7416 26.1146 12.8590 .01371  .00178 -2.E-6 2332
  .65927 4.52967 13.8952 1.39221 -.35255  SPCQ.135 -.0013 6.3E-5 -9.E-4 -6.E-5  -2.7410 26.1146 12.8590  .01371  .00178 -2.E-6 2333
  .65927 4.52967 13.8952 1.39221 -.35255 QDN13530A -.0013 6.3E-5 -9.E-4 -6.E-5  -2.7410 26.1146 12.8590  .01371  .00178 -2.E-6 2334
 -.64210 4.50033 13.9693  .93632 -.13923 SPCQE.135 -.0014 -2.E-4 -8.E-4 1.1E-4  2.34786 26.9715 12.8698  .01445 -9.7E-4 -2.E-6 2335
 -.64210 4.50033 13.9693  .93632 -.13923 QDN13530B.2 -.0014 -2.E-4 -8.E-4 1.1E-4 2.34786 26.9715 12.8698 .01445 -9.7E-4 -2.E-6 2336
 -.64210 4.50033 13.9693  .93632 -.13923 MKQCTR.135 -.0014 -2.E-4 -8.E-4 1.1E-4 2.34786 26.9715 12.8698  .01445 -9.7E-4 -2.E-6 2337
 -.64221 4.50033 13.9693  .93632 -.13921  LL3025   -.0014 -2.E-4 -8.E-4 1.1E-4  2.34848 26.9715 12.8698  .01445 -9.7E-4 -2.E-6 2338
 -.86149 5.55097 13.9916  .83918 -.13921 BMN13659B.1 -.0015 -2.E-4 -8.E-4 1.1E-4 2.17970 23.8077 12.8742 .01370 -9.7E-4 -2.E-6 2339
 -.86247 5.55097 13.9916  .83918 -.13907  SPCB.175 -.0015 -2.E-4 -8.E-4 1.1E-4  2.18389 23.8077 12.8742  .01370 -9.7E-4 -2.E-6 2340
 -.86247 5.55097 13.9916  .83918 -.13907 BMN13659A.1 -.0015 -2.E-4 -8.E-4 1.1E-4 2.18389 23.8077 12.8742 .01370 -9.7E-4 -2.E-6 2341
 -1.4928 10.2951 14.0346  .58128 -.11742  SPCB.176 -.0019 -2.E-4 -5.E-4 1.1E-4  1.69584 15.9942 12.8906  .01156 -.00101 -2.E-6 2342
 -1.4928 10.2951 14.0346  .58128 -.11742 BMN13659A.2 -.0019 -2.E-4 -5.E-4 1.1E-4 1.69584 15.9942 12.8906 .01156 -.00101 -2.E-6 2343
 -2.1203 17.5729 14.0585  .36704 -.09571  SPCB.177 -.0023 -2.E-4 -3.E-4 1.1E-4  1.20780 10.1465 12.9159  .00924 -.00104 -2.E-6 2344
 -2.1203 17.5729 14.0585  .36704 -.09571 BMN13659A.3 -.0023 -2.E-4 -3.E-4 1.1E-4 1.20780 10.1465 12.9159 .00924 -.00104 -2.E-6 2345
 -2.7438 27.3706 14.0731  .19656 -.07396  SPCBE.59 -.0027 -2.E-4 -9.E-5 1.1E-4   .71977 6.26459 12.9565  .00681 -.00105 -2.E-6 2346
 -2.7438 27.3706 14.0731  .19656 -.07396 BMN13659B.2 -.0027 -2.E-4 -9.E-5 1.1E-4 .71977 6.26459 12.9565  .00681 -.00105 -2.E-6 2347
 -2.7485 27.3706 14.0731  .19656 -.07393  LL3034   -.0027 -2.E-4 -9.E-5 1.1E-4   .72084 6.26459 12.9565  .00681 -.00105 -2.E-6 2348
 -2.8654 29.4702 14.0752  .16899 -.07393  ZSH13659 -.0027 -2.E-4 -5.E-5 1.1E-4   .63012 5.75933 12.9664  .00638 -.00105 -2.E-6 2349
 -2.8780 29.7028 14.0754  .16600 -.07393  MOV.117  -.0028 -2.E-4 -4.E-5 1.1E-4   .62030 5.70869 12.9676  .00633 -.00105 -2.E-6 2350
 -2.9279 30.6288 14.0763  .15424 -.07393  LL3041   -.0028 -2.E-4 -2.E-5 1.1E-4   .58161 5.51699 12.9721  .00614 -.00105 -2.E-6 2351
 -3.0134 32.2541 14.0777  .13407 -.07393 QFN13630B.1 -.0028 -2.E-4 6.2E-6 1.1E-4 .51525 5.21694 12.9802  .00583 -.00105 -2.E-6 2352
 -3.0133 32.2541 14.0777  .13407 -.07393  SPCQ.136 -.0028 -2.E-4 6.2E-6 1.1E-4   .51524 5.21694 12.9802  .00583 -.00105 -2.E-6 2353
 -3.0133 32.2541 14.0777  .13407 -.07393 QFN13630A -.0028 -2.E-4 6.2E-6 1.1E-4   .51524 5.21694 12.9802  .00583 -.00105 -2.E-6 2354
 2.29207 33.5292 14.0851  .00289 -.08510 SPCQE.136 -.0028 2.7E-4 2.1E-4 1.4E-4  -.64068 5.40346 13.0315  .00462 -2.3E-4 -2.E-6 2355
 2.29207 33.5292 14.0851  .00289 -.08510 QFN13630B.2 -.0028 2.7E-4 2.1E-4 1.4E-4 -.64068 5.40346 13.0315 .00462 -2.3E-4 -2.E-6 2356
 2.29207 33.5292 14.0851  .00289 -.08510 MKQCTR.136 -.0028 2.7E-4 2.1E-4 1.4E-4 -.64068 5.40346 13.0315  .00462 -2.3E-4 -2.E-6 2357
 2.29214 33.5292 14.0851  .00289 -.08510  LL3051   -.0028 2.7E-4 2.1E-4 1.4E-4  -.64070 5.40346 13.0315  .00462 -2.3E-4 -2.E-6 2358
 2.16203 30.4222 14.0886 -.05666 -.08510 BMN13760B.1 -.0026 2.7E-4 3.0E-4 1.4E-4 -.82278 6.42431 13.0504 .00436 -2.3E-4 -2.E-6 2359
 2.15710 30.4222 14.0886 -.05666 -.08511  SPCB.178 -.0026 2.7E-4 3.0E-4 1.4E-4  -.82174 6.42431 13.0504  .00436 -2.4E-4 -2.E-6 2360
 2.15710 30.4222 14.0886 -.05666 -.08511 BMN13760A.1 -.0026 2.7E-4 3.0E-4 1.4E-4 -.82174 6.42431 13.0504 .00436 -2.4E-4 -2.E-6 2361
 1.78812 22.4757 14.1009 -.20662 -.06326  SPCB.179 -.0020 2.8E-4 5.8E-4 1.4E-4  -1.3469 10.7917 13.0893  .00357 -2.3E-4 -2.E-6 2362
 1.78812 22.4757 14.1009 -.20662 -.06326 BMN13760A.2 -.0020 2.8E-4 5.8E-4 1.4E-4 -1.3469 10.7917 13.0893 .00357 -2.3E-4 -2.E-6 2363
 1.41574 16.0225 14.1178 -.31255 -.04138  SPCB.180 -.0015 2.8E-4 8.7E-4 1.4E-4  -1.8721 17.2745 13.1129  .00297 -2.0E-4 -2.E-6 2364
 1.41574 16.0225 14.1178 -.31255 -.04138 BMN13760A.3 -.0015 2.8E-4 8.7E-4 1.4E-4 -1.8721 17.2745 13.1129 .00297 -2.0E-4 -2.E-6 2365
 1.04067 11.0747 14.1420 -.37439 -.01948  SPCBE.60 -9.E-4 2.8E-4  .0012 1.4E-4  -2.3973 25.8727 13.1280  .00269 -1.5E-4 -2.E-6 2366
 1.04067 11.0747 14.1420 -.37439 -.01948 BMN13760B.2 -9.E-4 2.8E-4 .0012 1.4E-4 -2.3973 25.8727 13.1280  .00269 -1.5E-4 -2.E-6 2367
 1.03880 11.0747 14.1420 -.37439 -.01954  LL3060   -9.E-4 2.8E-4  .0012 1.4E-4  -2.3929 25.8727 13.1280  .00269 -1.5E-4 -2.E-6 2368
  .96858 10.3240 14.1475 -.38180 -.01954  ZSV13759 -8.E-4 2.8E-4  .0012 1.4E-4  -2.4901 27.6990 13.1303  .00258 -1.5E-4 -2.E-6 2369
  .96098 10.2458 14.1482 -.38260 -.01954  MOV.118  -8.E-4 2.8E-4  .0012 1.4E-4  -2.5006 27.9011 13.1305  .00257 -1.5E-4 -2.E-6 2370
  .93104 9.94409 14.1507 -.38577 -.01954  LL3067   -8.E-4 2.8E-4  .0012 1.4E-4  -2.5421 28.7054 13.1314  .00252 -1.5E-4 -2.E-6 2371
  .87962 9.44815 14.1552 -.39119 -.01954 QDX13717B.1 -7.E-4 2.8E-4 .0013 1.4E-4 -2.6133 30.1175 13.1329  .00244 -1.5E-4 -2.E-6 2372
  .87975 9.44815 14.1552 -.39119 -.01954  SPCQ.137 -7.E-4 2.8E-4  .0013 1.4E-4  -2.6137 30.1175 13.1329  .00244 -1.5E-4 -2.E-6 2373
  .87975 9.44815 14.1552 -.39119 -.01954 QDX13717A -7.E-4 2.8E-4  .0013 1.4E-4  -2.6137 30.1175 13.1329  .00244 -1.5E-4 -2.E-6 2374
 -.86983 9.43265 14.1856 -.48462 -.09179 SPCQE.137 -3.E-4 2.0E-4  .0013 -8.E-5  2.55292 30.2331 13.1415  .00180 -5.1E-4 -1.E-6 2375
 -.86983 9.43265 14.1856 -.48462 -.09179 QDX13717B.2 -3.E-4 2.0E-4 .0013 -8.E-5 2.55292 30.2331 13.1415  .00180 -5.1E-4 -1.E-6 2376
   AX      BX      NX      EX     EPX    Element    DX     DPX    DY     DPY      AY      BY      NY      EY     EPY     DetR     #
 -.86983 9.43265 14.1856 -.48462 -.09179 MKQCTR.137 -3.E-4 2.0E-4 .0013 -8.E-5  2.55292 30.2331 13.1415  .00180 -5.1E-4 -1.E-6 2377
 -.86970 9.43265 14.1856 -.48462 -.09179  LL3077   -3.E-4 2.0E-4  .0013 -8.E-5  2.55251 30.2331 13.1415  .00180 -5.1E-4 -1.E-6 2378
 -.99965 10.7372 14.1967 -.54882 -.09179 BMN13861B.1 -1.E-4 2.0E-4 .0013 -8.E-5 2.37903 26.7914 13.1454  .00150 -5.1E-4 -1.E-6 2379
 -1.0015 10.7372 14.1967 -.54882 -.09188  SPCB.181 -1.E-4 2.0E-4  .0013 -8.E-5  2.38372 26.7914 13.1454  .00150 -5.2E-4 -1.E-6 2380
 -1.0015 10.7372 14.1967 -.54882 -.09188 BMN13861A.1 -1.E-4 2.0E-4 .0013 -8.E-5 2.38372 26.7914 13.1454  .00150 -5.2E-4 -1.E-6 2381
 -1.3736 15.5217 14.2216 -.71216 -.06992  SPCB.182 2.5E-4 2.0E-4  .0011 -8.E-5  1.88140 18.2012 13.1599  .00176 -6.2E-4 -1.E-6 2382
 -1.3736 15.5217 14.2216 -.71216 -.06992 BMN13861A.2 2.5E-4 2.0E-4 .0011 -8.E-5 1.88140 18.2012 13.1599  .00176 -6.2E-4 -1.E-6 2383
 -1.7431 21.8001 14.2390 -.83122 -.04792  SPCB.183 6.5E-4 2.0E-4 9.5E-4 -8.E-5  1.37907 11.6345 13.1820  .00192 -7.6E-4 -1.E-6 2384
 -1.7431 21.8001 14.2390 -.83122 -.04792 BMN13861A.3 6.5E-4 2.0E-4 9.5E-4 -8.E-5 1.37907 11.6345 13.1820 .00192 -7.6E-4 -1.E-6 2385
 -2.1093 29.5604 14.2517 -.90595 -.02589  SPCBE.61  .0010 2.0E-4 8.0E-4 -8.E-5   .87674 7.09118 13.2176  .00175 -9.4E-4 -1.E-6 2386
 -2.1093 29.5604 14.2517 -.90595 -.02589 BMN13861B.2 .0010 2.0E-4 8.0E-4 -8.E-5  .87674 7.09118 13.2176  .00175 -9.4E-4 -1.E-6 2387
 -2.1145 29.5604 14.2517 -.90595 -.02605  LL3086    .0010 2.0E-4 8.0E-4 -8.E-5   .87800 7.09118 13.2176  .00175 -9.4E-4 -1.E-6 2388
 -2.1838 31.1680 14.2536 -.91576 -.02605  ZSH13860  .0011 2.0E-4 7.7E-4 -8.E-5   .78460 6.46937 13.2264  .00143 -9.4E-4 -1.E-6 2389
 -2.1912 31.3452 14.2539 -.91683 -.02605  MOV.119   .0011 2.0E-4 7.7E-4 -8.E-5   .77449 6.40622 13.2274  .00139 -9.4E-4 -1.E-6 2390
 -2.2208 32.0489 14.2547 -.92101 -.02605  LL3093    .0012 2.0E-4 7.5E-4 -8.E-5   .73466 6.16551 13.2314  .00125 -9.4E-4 -1.E-6 2391
 -2.2714 33.2778 14.2560 -.92819 -.02605 QFN13831B.1 .0012 2.0E-4 7.3E-4 -8.E-5  .66634 5.78227 13.2387  .00102 -9.4E-4 -1.E-6 2392
 -2.2707 33.2778 14.2560 -.92819 -.02604  SPCQ.138  .0012 2.0E-4 7.3E-4 -8.E-5   .66623 5.78227 13.2387  .00102 -9.4E-4 -1.E-6 2393
 -2.2707 33.2778 14.2560 -.92819 -.02604 QFN13831A  .0012 2.0E-4 7.3E-4 -8.E-5   .66623 5.78227 13.2387  .00102 -9.4E-4 -1.E-6 2394
 2.99307 32.0009 14.2635 -.85170  .11901 SPCQE.138  .0014 -6.E-6 7.1E-4 4.3E-5  -.52519 5.57255 13.2866 -4.1E-4 -8.9E-4 -2.E-6 2395
 2.99307 32.0009 14.2635 -.85170  .11901 QFN13831B.2 .0014 -6.E-6 7.1E-4 4.3E-5 -.52519 5.57255 13.2866 -4.1E-4 -8.9E-4 -2.E-6 2396
 2.99307 32.0009 14.2635 -.85170  .11901 MKQCTR.138 .0014 -6.E-6 7.1E-4 4.3E-5  -.52519 5.57255 13.2866 -4.1E-4 -8.9E-4 -2.E-6 2397
 2.99371 32.0009 14.2635 -.85170  .11902  LL3103    .0014 -6.E-6 7.1E-4 4.3E-5  -.52530 5.57255 13.2866 -4.1E-4 -8.9E-4 -2.E-6 2398
 2.77655 27.9759 14.2672 -.76867  .11902 BMN13962B.1 .0014 -6.E-6 7.4E-4 4.3E-5 -.68502 6.41681 13.3052 -.00106 -8.9E-4 -2.E-6 2399
 2.77149 27.9759 14.2672 -.76867  .11888  SPCB.184  .0014 -1.E-5 7.4E-4 4.3E-5  -.68386 6.41681 13.3052 -.00106 -8.9E-4 -2.E-6 2400
 2.77149 27.9759 14.2672 -.76867  .11888 BMN13962A.1 .0014 -1.E-5 7.4E-4 4.3E-5 -.68386 6.41681 13.3052 -.00106 -8.9E-4 -2.E-6 2401
 2.15069 18.0608 14.2815 -.50707  .14085  SPCB.185  .0013 -1.E-5 8.2E-4 4.2E-5  -1.1445 10.0992 13.3455 -.00211 -9.3E-4 -2.E-6 2402
 2.15069 18.0608 14.2815 -.50707  .14085 BMN13962A.2 .0013 -1.E-5 8.2E-4 4.2E-5 -1.1445 10.0992 13.3455 -.00211 -9.3E-4 -2.E-6 2403
 1.52580 10.6551 14.3047 -.20130  .16275  SPCB.186  .0013 -1.E-5 9.1E-4 4.2E-5  -1.6051 15.6371 13.3711 -.00344 -9.5E-4 -2.E-6 2404
 1.52580 10.6551 14.3047 -.20130  .16275 BMN13962A.3 .0013 -1.E-5 9.1E-4 4.2E-5 -1.6051 15.6371 13.3711 -.00344 -9.5E-4 -2.E-6 2405
  .89799 5.77279 14.3460  .14851  .18458  SPCBE.62  .0013 -1.E-5 9.9E-4 4.2E-5  -2.0658 23.0306 13.3880 -.00502 -9.8E-4 -2.E-6 2406
  .89799 5.77279 14.3460  .14851  .18458 BMN13962B.2 .0013 -1.E-5 9.9E-4 4.2E-5 -2.0658 23.0306 13.3880 -.00502 -9.8E-4 -2.E-6 2407
  .89695 5.77279 14.3460  .14851  .18460  LL3112    .0013 -2.E-5 9.9E-4 4.2E-5  -2.0616 23.0306 13.3880 -.00502 -9.8E-4 -2.E-6 2408
  .78004 5.14559 14.3570  .21756  .18460  ZSV13960  .0013 -2.E-5  .0010 4.2E-5  -2.1469 24.6046 13.3905 -.00540 -9.8E-4 -2.E-6 2409
  .76738 5.08292 14.3582  .22504  .18460  MOV.120   .0013 -2.E-5  .0010 4.2E-5  -2.1561 24.7788 13.3908 -.00544 -9.8E-4 -2.E-6 2410
  .71752 4.84608 14.3633  .25448  .18460  LL3119    .0013 -2.E-5  .0010 4.2E-5  -2.1925 25.4725 13.3918 -.00561 -9.8E-4 -2.E-6 2411
  .63166 4.47546 14.3727  .30520  .18460 QDN13931B.1 .0013 -2.E-5 .0010 4.2E-5  -2.2551 26.6942 13.3935 -.00589 -9.8E-4 -2.E-6 2412
  .63160 4.47546 14.3727  .30520  .18461  SPCQ.139  .0013 -2.E-5  .0010 4.2E-5  -2.2548 26.6942 13.3935 -.00589 -9.8E-4 -2.E-6 2413
  .63160 4.47546 14.3727  .30520  .18461 QDN13931A  .0013 -2.E-5  .0010 4.2E-5  -2.2548 26.6942 13.3935 -.00589 -9.8E-4 -2.E-6 2414
 -.66940 4.54006 14.4470  .73582  .27998 SPCQE.139  .0014 2.2E-4 9.2E-4 -2.E-4  2.75415 25.6058 13.4044 -.00651 2.34E-4 -3.E-6 2415
